Serial No.,GRE Score,TOEFL Score,University Rating,SOP,LOR ,CGPA,Research,Chance of Admit
332.0,108.0,5.0,4.5,4.0,9.02,1.0,0.87
318.0,106.0,3.0,2.0,3.0,8.65,0.0,0.71
301.0,107.0,3.0,3.5,3.5,8.34,1.0,0.62
323.0,111.0,5.0,4.0,5.0,9.86,1.0,0.92
308.0,106.0,3.0,3.0,3.0,8.24,0.0,0.58
332.0,118.0,5.0,5.0,5.0,9.64,1.0,0.94
327.0,104.0,5.0,3.0,3.5,8.84,1.0,0.71
296.0,99.0,2.0,3.0,3.5,7.28,0.0,0.47
323.0,113.0,3.0,4.0,4.0,8.88,1.0,0.79
332.0,112.0,1.0,1.5,3.0,8.66,1.0,0.79
320.0,103.0,3.0,3.0,3.0,7.7,0.0,0.64
298.0,98.0,2.0,4.0,3.0,8.03,0.0,0.34
294.0,95.0,1.0,1.5,1.5,7.64,0.0,0.49
324.0,110.0,4.0,4.5,4.0,9.15,1.0,0.82
307.0,105.0,2.0,2.5,3.0,7.65,0.0,0.58
325.0,112.0,2.0,3.0,3.5,8.96,1.0,0.8
313.0,94.0,2.0,2.5,1.5,8.13,0.0,0.56
315.0,105.0,3.0,2.0,2.5,8.48,0.0,0.75
330.0,113.0,5.0,5.0,4.0,9.31,1.0,0.91
317.0,103.0,2.0,2.5,2.0,8.15,0.0,0.65
290.0,104.0,4.0,2.0,2.5,7.46,0.0,0.45
332.0,119.0,4.0,5.0,4.5,9.24,1.0,0.9
301.0,99.0,2.0,3.0,2.0,8.22,0.0,0.64
328.0,113.0,4.0,4.0,2.5,8.77,1.0,0.83
328.0,115.0,4.0,4.5,4.0,9.16,1.0,0.78
321.0,111.0,3.0,2.5,3.0,8.9,1.0,0.8
303.0,105.0,5.0,5.0,4.5,8.65,0.0,0.77
304.0,100.0,2.0,2.5,3.5,8.07,0.0,0.64
298.0,92.0,1.0,2.0,2.0,7.88,0.0,0.51
312.0,107.0,4.0,4.5,4.0,8.65,1.0,0.73
314.0,99.0,4.0,3.5,4.5,8.73,1.0,0.71
303.0,99.0,3.0,2.0,2.5,7.66,0.0,0.36
306.0,103.0,3.0,3.5,3.0,8.21,0.0,0.64
312.0,109.0,2.0,2.5,4.0,9.02,0.0,0.8
324.0,110.0,4.0,3.0,3.5,8.97,1.0,0.84
334.0,119.0,5.0,4.5,5.0,9.54,1.0,0.94
316.0,106.0,2.0,2.5,4.0,8.32,0.0,0.72
324.0,115.0,3.0,3.5,3.0,8.76,1.0,0.7
313.0,101.0,3.0,2.5,3.0,8.04,0.0,0.62
323.0,108.0,5.0,4.0,4.0,8.74,1.0,0.81
315.0,104.0,3.0,3.0,2.5,8.33,0.0,0.67
326.0,114.0,4.0,4.0,3.5,9.16,1.0,0.86
300.0,104.0,3.0,3.5,3.0,8.16,0.0,0.71
329.0,113.0,5.0,5.0,4.5,9.45,1.0,0.89
314.0,107.0,2.0,2.5,4.0,8.27,0.0,0.72
314.0,104.0,4.0,5.0,5.0,9.02,0.0,0.82
325.0,114.0,4.0,3.0,2.0,8.4,0.0,0.7
322.0,109.0,5.0,4.5,3.5,8.8,0.0,0.76
312.0,100.0,1.0,3.0,3.0,8.53,1.0,0.69
308.0,109.0,2.0,3.0,4.0,8.45,0.0,0.71
317.0,103.0,3.0,2.5,3.0,8.54,1.0,0.73
324.0,112.0,4.0,4.0,2.5,8.1,1.0,0.72
324.0,112.0,4.0,4.0,3.5,8.77,1.0,0.8
328.0,110.0,4.0,4.0,2.5,9.02,1.0,0.81
332.0,117.0,4.0,4.5,4.0,9.1,0.0,0.87
309.0,105.0,2.0,2.5,4.0,7.68,0.0,0.55
317.0,100.0,2.0,3.0,2.5,8.57,0.0,0.68
306.0,110.0,2.0,3.5,4.0,8.45,0.0,0.63
312.0,105.0,2.0,2.0,2.5,8.45,0.0,0.72
321.0,109.0,3.0,3.0,4.0,8.2,1.0,0.75
336.0,119.0,4.0,4.5,4.0,9.62,1.0,0.95
327.0,106.0,4.0,4.0,4.5,8.75,1.0,0.76
314.0,103.0,2.0,2.0,3.0,8.21,0.0,0.65
322.0,103.0,4.0,3.0,2.5,8.02,1.0,0.61
316.0,105.0,2.0,2.5,2.5,8.2,1.0,0.49
316.0,110.0,3.0,4.0,4.5,8.78,1.0,0.69
340.0,115.0,5.0,5.0,4.5,9.06,1.0,0.95
309.0,99.0,3.0,4.0,4.0,8.56,0.0,0.76
321.0,109.0,4.0,4.0,4.0,8.68,1.0,0.69
324.0,112.0,5.0,5.0,5.0,9.08,1.0,0.88
322.0,110.0,5.0,5.0,4.0,9.1,1.0,0.88
317.0,105.0,3.0,3.5,3.0,8.56,0.0,0.68
318.0,110.0,3.0,4.0,3.0,8.8,0.0,0.63
317.0,107.0,3.0,3.5,3.0,8.68,1.0,0.84
308.0,106.0,3.0,3.5,2.5,8.21,1.0,0.75
320.0,104.0,3.0,3.5,4.5,8.34,1.0,0.74
324.0,105.0,3.0,3.0,4.0,8.75,0.0,0.79
325.0,112.0,4.0,3.5,3.5,8.92,0.0,0.55
305.0,105.0,2.0,3.0,2.0,8.23,0.0,0.67
318.0,112.0,3.0,4.0,3.5,8.67,0.0,0.71
302.0,102.0,1.0,2.0,1.5,8.0,0.0,0.5
316.0,102.0,2.0,4.0,3.5,8.15,0.0,0.67
324.0,113.0,4.0,4.5,4.5,9.25,1.0,0.89
326.0,116.0,3.0,3.5,4.0,9.14,1.0,0.81
312.0,106.0,3.0,4.0,3.5,8.79,1.0,0.81
320.0,113.0,2.0,2.0,2.5,8.64,1.0,0.81
305.0,108.0,5.0,3.0,3.0,8.48,0.0,0.61
333.0,119.0,5.0,5.0,4.5,9.78,1.0,0.96
334.0,119.0,5.0,4.5,4.5,9.48,1.0,0.94
298.0,101.0,2.0,1.5,2.0,7.86,0.0,0.54
296.0,99.0,2.0,2.5,2.5,8.03,0.0,0.61
310.0,103.0,2.0,2.5,2.5,8.24,0.0,0.72
314.0,110.0,3.0,4.0,4.0,8.8,0.0,0.75
299.0,97.0,3.0,5.0,3.5,7.66,0.0,0.38
304.0,97.0,2.0,1.5,2.0,7.64,0.0,0.47
312.0,108.0,3.0,3.5,3.0,8.53,0.0,0.69
331.0,116.0,5.0,5.0,5.0,9.38,1.0,0.93
307.0,109.0,3.0,4.0,3.0,8.0,1.0,0.62
322.0,104.0,3.0,3.5,4.0,8.84,1.0,0.78
299.0,94.0,1.0,1.0,1.0,7.34,0.0,0.42
304.0,102.0,2.0,3.0,4.0,8.73,0.0,0.67
303.0,102.0,3.0,3.5,3.0,8.5,0.0,0.62
328.0,110.0,4.0,5.0,4.0,9.14,1.0,0.82
316.0,103.0,2.0,2.0,4.5,8.74,0.0,0.69
328.0,112.0,4.0,4.0,4.5,9.1,1.0,0.78
327.0,113.0,4.0,3.5,3.0,8.69,1.0,0.8
326.0,108.0,3.0,3.0,3.5,8.89,0.0,0.8
314.0,106.0,2.0,4.0,3.5,8.25,0.0,0.62
323.0,113.0,4.0,4.0,4.5,9.23,1.0,0.89
324.0,110.0,3.0,3.5,4.0,8.87,1.0,0.8
307.0,105.0,2.0,2.0,3.5,8.1,0.0,0.53
324.0,110.0,3.0,3.5,3.5,9.04,1.0,0.82
334.0,116.0,4.0,4.0,3.5,9.54,1.0,0.93
313.0,106.0,2.0,2.5,2.0,8.43,0.0,0.62
322.0,112.0,4.0,4.5,4.5,9.26,1.0,0.91
308.0,108.0,3.0,3.5,3.5,8.22,0.0,0.61
326.0,112.0,3.0,3.5,3.0,9.05,1.0,0.74
308.0,104.0,2.0,2.5,3.0,8.07,0.0,0.65
295.0,99.0,2.0,2.5,3.0,7.65,0.0,0.57
320.0,110.0,5.0,4.0,4.0,9.27,1.0,0.87
310.0,110.0,1.0,1.5,4.0,7.23,1.0,0.58
311.0,102.0,3.0,4.5,4.0,8.64,1.0,0.68
321.0,109.0,3.0,3.5,3.5,8.8,1.0,0.74
312.0,109.0,3.0,3.0,3.0,8.69,0.0,0.77
339.0,114.0,5.0,4.0,4.5,9.76,1.0,0.96
336.0,112.0,5.0,5.0,5.0,9.76,1.0,0.96
322.0,110.0,5.0,4.5,4.0,8.97,0.0,0.78
330.0,114.0,4.0,4.5,3.0,9.17,1.0,0.86
324.0,107.0,5.0,3.5,4.0,8.66,1.0,0.81
320.0,112.0,4.0,3.0,4.5,8.86,1.0,0.82
313.0,103.0,3.0,4.0,4.0,8.75,0.0,0.76
337.0,117.0,5.0,5.0,5.0,9.87,1.0,0.96
305.0,102.0,2.0,1.5,2.5,7.64,0.0,0.59
306.0,100.0,2.0,3.0,3.0,8.0,0.0,0.48
320.0,101.0,2.0,2.5,3.0,8.62,0.0,0.7
329.0,114.0,5.0,4.5,5.0,9.19,1.0,0.86
310.0,101.0,3.0,3.5,5.0,8.65,1.0,0.71
327.0,103.0,3.0,4.0,4.0,8.3,1.0,0.74
330.0,116.0,4.0,5.0,4.5,9.45,1.0,0.91
322.0,110.0,3.0,4.0,5.0,8.64,1.0,0.85
326.0,116.0,2.0,4.5,3.0,9.08,1.0,0.8
325.0,112.0,4.0,4.0,4.0,9.0,1.0,0.8
320.0,108.0,3.0,3.5,5.0,8.97,1.0,0.84
301.0,100.0,3.0,3.5,3.0,8.04,0.0,0.67
331.0,120.0,3.0,4.0,4.0,8.96,1.0,0.86
304.0,100.0,2.0,3.5,3.0,8.22,0.0,0.63
311.0,101.0,3.0,2.0,2.5,7.64,1.0,0.62
318.0,100.0,2.0,2.5,3.5,8.54,1.0,0.71
330.0,116.0,5.0,5.0,4.5,9.36,1.0,0.93
327.0,114.0,3.0,3.0,3.0,9.02,0.0,0.61
295.0,99.0,1.0,2.0,1.5,7.57,0.0,0.37
336.0,118.0,5.0,4.5,4.0,9.19,1.0,0.92
317.0,104.0,2.0,3.0,3.0,8.76,0.0,0.77
312.0,98.0,1.0,3.5,3.0,8.18,1.0,0.64
332.0,118.0,5.0,5.0,5.0,9.47,1.0,0.94
326.0,111.0,5.0,4.5,4.0,9.23,1.0,0.88
316.0,105.0,3.0,3.0,3.5,8.73,0.0,0.72
309.0,100.0,2.0,3.0,3.0,8.1,0.0,0.48
336.0,119.0,5.0,4.0,3.5,9.8,1.0,0.97
340.0,120.0,5.0,4.5,4.5,9.6,1.0,0.94
319.0,103.0,3.0,2.5,4.0,8.76,1.0,0.73
298.0,99.0,1.0,1.5,3.0,7.46,0.0,0.53
334.0,120.0,5.0,4.0,5.0,9.87,1.0,0.97
328.0,116.0,4.0,5.0,3.5,9.6,1.0,0.93
311.0,98.0,1.0,1.0,2.5,7.46,0.0,0.57
313.0,98.0,3.0,2.5,4.5,8.3,1.0,0.76
305.0,104.0,2.0,2.5,1.5,7.79,0.0,0.53
316.0,101.0,2.0,2.5,2.0,8.32,1.0,0.61
327.0,118.0,4.0,5.0,5.0,9.67,1.0,0.93
306.0,106.0,2.0,2.0,2.5,8.14,0.0,0.61
329.0,111.0,4.0,4.5,4.0,9.23,1.0,0.89
339.0,119.0,5.0,4.5,4.0,9.7,0.0,0.89
305.0,103.0,2.0,2.5,3.5,8.13,0.0,0.59
318.0,103.0,3.0,4.0,4.5,8.49,1.0,0.71
311.0,99.0,2.0,2.5,3.0,7.98,0.0,0.65
301.0,99.0,3.0,2.5,2.0,8.45,1.0,0.68
319.0,103.0,4.0,4.5,3.5,8.66,0.0,0.76
297.0,96.0,2.0,2.5,1.5,7.89,0.0,0.43
308.0,110.0,3.0,3.5,3.0,8.0,1.0,0.46
334.0,116.0,4.0,4.0,3.0,8.0,1.0,0.78
312.0,110.0,2.0,3.5,3.0,8.53,0.0,0.64
297.0,100.0,1.0,1.5,2.0,7.9,0.0,0.52
297.0,98.0,2.0,2.5,3.0,7.67,0.0,0.59
312.0,100.0,2.0,1.5,3.5,7.9,1.0,0.56
309.0,105.0,5.0,3.5,3.5,8.56,0.0,0.71
331.0,116.0,4.0,4.5,4.5,9.44,1.0,0.92
320.0,108.0,3.0,3.5,4.0,8.44,1.0,0.76
323.0,107.0,4.0,3.0,2.5,8.48,1.0,0.78
305.0,112.0,3.0,3.0,3.5,8.65,0.0,0.71
321.0,109.0,3.0,3.0,3.0,8.54,1.0,0.79
304.0,107.0,3.0,3.5,3.0,7.86,0.0,0.57
321.0,111.0,4.0,4.0,4.0,8.97,1.0,0.87
324.0,109.0,3.0,3.5,3.0,8.94,1.0,0.78
329.0,110.0,2.0,4.0,3.0,9.15,1.0,0.84
335.0,117.0,5.0,5.0,5.0,9.82,1.0,0.96
315.0,105.0,2.0,2.0,2.5,7.65,0.0,0.39
324.0,107.0,4.0,4.0,4.5,8.87,1.0,0.76
311.0,105.0,3.0,3.5,3.0,8.45,1.0,0.59
323.0,112.0,5.0,4.0,4.5,8.78,0.0,0.79
311.0,105.0,2.0,3.0,2.0,8.12,1.0,0.73
300.0,101.0,3.0,3.5,2.5,7.88,0.0,0.59
310.0,106.0,4.0,1.5,2.5,8.36,0.0,0.57
302.0,101.0,2.0,2.5,3.5,7.96,0.0,0.46
302.0,99.0,3.0,2.5,3.0,7.45,0.0,0.52
317.0,106.0,1.0,1.5,3.5,7.65,1.0,0.61
335.0,118.0,5.0,4.5,3.5,9.44,1.0,0.93
314.0,105.0,2.0,2.5,2.0,7.64,0.0,0.7
311.0,101.0,2.0,2.5,3.5,8.34,1.0,0.7
304.0,105.0,1.0,3.0,1.5,7.5,0.0,0.52
301.0,96.0,1.0,3.0,4.0,7.56,0.0,0.54
299.0,100.0,2.0,3.0,3.5,7.88,0.0,0.68
314.0,106.0,3.0,3.0,5.0,8.9,0.0,0.74
309.0,106.0,2.0,2.5,2.5,8.0,0.0,0.62
316.0,109.0,4.0,4.5,3.5,8.76,1.0,0.74
301.0,102.0,3.0,2.5,2.0,8.13,1.0,0.68
310.0,106.0,4.0,4.5,4.5,9.04,1.0,0.66
338.0,120.0,4.0,5.0,5.0,9.66,1.0,0.95
300.0,100.0,3.0,3.0,3.5,8.26,0.0,0.62
314.0,108.0,4.0,4.5,4.0,9.04,1.0,0.84
317.0,106.0,2.0,2.0,3.5,8.12,0.0,0.73
320.0,112.0,2.0,3.5,3.5,8.78,1.0,0.73
307.0,101.0,3.0,4.0,3.0,8.2,0.0,0.47
316.0,98.0,1.0,1.5,2.0,7.43,0.0,0.49
325.0,107.0,3.0,3.0,3.5,9.11,1.0,0.84
302.0,110.0,3.0,4.0,4.5,8.5,0.0,0.65
307.0,110.0,4.0,4.0,4.5,8.37,0.0,0.79
299.0,100.0,3.0,2.0,3.0,7.42,0.0,0.42
300.0,98.0,1.0,2.0,2.5,8.02,0.0,0.61
312.0,107.0,3.0,3.0,3.0,8.46,1.0,0.75
327.0,112.0,3.0,3.0,3.0,8.72,1.0,0.74
322.0,115.0,5.0,4.0,4.5,9.36,1.0,0.92
308.0,103.0,2.0,2.5,4.0,8.36,1.0,0.7
313.0,109.0,3.0,4.0,3.5,9.0,0.0,0.79
338.0,115.0,5.0,4.5,5.0,9.23,1.0,0.91
305.0,105.0,2.0,3.0,4.0,8.13,0.0,0.66
320.0,104.0,3.0,3.0,2.5,8.57,1.0,0.74
304.0,104.0,3.0,2.5,2.0,8.12,0.0,0.62
340.0,112.0,4.0,5.0,4.5,9.66,1.0,0.94
313.0,102.0,3.0,3.5,4.0,8.9,1.0,0.77
316.0,111.0,4.0,4.0,5.0,8.54,0.0,0.71
312.0,105.0,2.0,2.5,3.0,8.12,0.0,0.64
321.0,110.0,3.0,3.5,5.0,8.85,1.0,0.82
308.0,102.0,2.0,2.0,3.5,7.98,1.0,0.58
329.0,119.0,4.0,4.5,4.5,9.16,1.0,0.9
317.0,107.0,2.0,3.5,3.0,8.28,0.0,0.66
326.0,110.0,3.0,3.5,3.5,8.76,1.0,0.79
306.0,105.0,2.0,3.0,2.5,8.26,0.0,0.73
314.0,102.0,2.0,2.0,2.5,8.24,0.0,0.64
306.0,105.0,2.0,2.5,3.0,8.22,1.0,0.72
317.0,104.0,2.0,4.5,4.0,8.47,0.0,0.57
331.0,116.0,5.0,4.0,4.0,9.26,1.0,0.93
296.0,101.0,1.0,2.5,3.0,7.68,0.0,0.6
335.0,117.0,5.0,5.0,5.0,9.56,1.0,0.94
327.0,113.0,4.0,4.5,5.0,9.14,0.0,0.83
299.0,102.0,3.0,4.0,3.5,8.62,0.0,0.56
325.0,111.0,4.0,4.0,4.5,9.11,1.0,0.83
310.0,107.0,3.0,3.5,3.5,8.67,0.0,0.76
312.0,107.0,3.0,3.0,2.0,7.9,1.0,0.64
312.0,105.0,3.0,2.0,3.0,8.02,1.0,0.5
295.0,96.0,2.0,1.5,2.0,7.34,0.0,0.47
330.0,115.0,5.0,4.5,3.0,9.34,1.0,0.9
337.0,118.0,4.0,4.5,4.5,9.65,1.0,0.92
297.0,96.0,2.0,2.5,2.0,7.43,0.0,0.34
325.0,112.0,4.0,4.0,4.5,9.17,1.0,0.85
301.0,106.0,4.0,2.5,3.0,8.47,0.0,0.57
326.0,102.0,4.0,5.0,5.0,8.76,1.0,0.77
336.0,118.0,5.0,4.5,5.0,9.53,1.0,0.94
325.0,106.0,3.0,3.5,4.0,8.4,1.0,0.52
300.0,95.0,2.0,3.0,1.5,8.22,1.0,0.62
304.0,100.0,4.0,1.5,2.5,7.84,0.0,0.42
314.0,107.0,2.0,2.5,4.0,8.56,0.0,0.63
321.0,111.0,5.0,5.0,5.0,9.45,1.0,0.93
316.0,103.0,3.0,3.5,2.0,7.68,0.0,0.52
340.0,115.0,5.0,4.5,4.5,9.45,1.0,0.94
315.0,110.0,2.0,3.5,3.0,8.46,1.0,0.72
321.0,112.0,3.0,3.0,4.5,8.95,1.0,0.77
321.0,102.0,3.0,3.5,4.0,9.01,1.0,0.8
306.0,103.0,2.0,2.5,3.0,8.36,0.0,0.69
315.0,105.0,2.0,3.0,3.0,8.34,0.0,0.66
290.0,100.0,1.0,1.5,2.0,7.56,0.0,0.47
332.0,116.0,5.0,5.0,5.0,9.28,1.0,0.94
315.0,107.0,2.0,4.0,3.0,8.5,1.0,0.56
300.0,102.0,3.0,3.5,2.5,8.17,0.0,0.63
325.0,110.0,4.0,4.5,4.0,8.96,1.0,0.79
311.0,99.0,1.0,2.5,3.0,8.43,1.0,0.71
322.0,107.0,3.0,3.5,3.5,8.46,1.0,0.71
331.0,115.0,5.0,4.5,3.5,9.36,1.0,0.93
307.0,102.0,3.0,3.0,3.0,8.27,0.0,0.73
324.0,111.0,3.0,2.5,2.0,8.8,1.0,0.79
313.0,102.0,3.0,2.0,3.0,8.27,0.0,0.64
315.0,101.0,3.0,3.5,4.5,9.13,0.0,0.79
311.0,104.0,3.0,4.0,3.5,8.13,1.0,0.74
321.0,110.0,4.0,3.5,4.0,8.35,1.0,0.72
298.0,98.0,2.0,1.5,2.5,7.5,1.0,0.44
325.0,114.0,5.0,4.0,5.0,9.46,1.0,0.91
301.0,104.0,3.0,3.5,4.0,8.12,1.0,0.68
322.0,114.0,5.0,4.5,4.0,8.94,1.0,0.86
330.0,114.0,3.0,4.5,4.5,9.24,1.0,0.9
323.0,113.0,3.0,4.0,3.0,9.32,1.0,0.85
325.0,114.0,3.0,3.5,3.0,9.04,1.0,0.76
331.0,119.0,4.0,5.0,4.5,9.34,1.0,0.9
319.0,106.0,3.0,4.0,3.0,8.0,1.0,0.65
316.0,110.0,3.0,3.5,4.0,8.56,0.0,0.75
326.0,112.0,4.0,4.0,3.5,9.12,1.0,0.84
298.0,101.0,4.0,2.5,4.5,7.69,1.0,0.53
319.0,110.0,3.0,3.5,3.5,9.04,0.0,0.82
322.0,112.0,3.0,3.0,4.0,8.62,1.0,0.76
296.0,97.0,2.0,1.5,2.0,7.8,0.0,0.49
328.0,108.0,4.0,4.5,4.0,9.18,1.0,0.84
298.0,99.0,2.0,4.0,2.0,7.6,0.0,0.46
298.0,100.0,3.0,2.5,4.0,7.95,1.0,0.58
303.0,100.0,2.0,3.0,3.5,8.06,1.0,0.64
294.0,93.0,1.0,1.5,2.0,7.36,0.0,0.46
295.0,93.0,1.0,2.0,2.0,7.2,0.0,0.46
321.0,114.0,5.0,4.5,4.5,9.16,1.0,0.87
340.0,120.0,4.0,4.5,4.0,9.92,1.0,0.97
327.0,111.0,4.0,3.0,4.0,8.4,1.0,0.78
301.0,104.0,2.0,3.5,3.5,7.89,1.0,0.68
320.0,120.0,3.0,4.0,4.5,9.11,0.0,0.86
293.0,97.0,2.0,2.0,4.0,7.8,1.0,0.64
323.0,107.0,3.0,3.5,3.5,8.55,1.0,0.73
311.0,106.0,2.0,3.5,3.0,8.26,1.0,0.79
319.0,108.0,3.0,3.0,3.5,8.54,1.0,0.71
307.0,108.0,2.0,4.0,3.5,7.7,0.0,0.48
312.0,104.0,3.0,3.5,4.0,8.09,0.0,0.71
324.0,111.0,4.0,3.0,3.0,9.01,1.0,0.82
307.0,105.0,2.0,2.5,4.5,8.12,1.0,0.67
298.0,97.0,2.0,2.0,3.0,7.21,0.0,0.45
312.0,103.0,4.0,4.0,5.0,8.43,0.0,0.73
321.0,109.0,4.0,4.0,4.0,9.13,1.0,0.85
316.0,100.0,2.0,1.5,3.0,8.16,1.0,0.71
297.0,99.0,4.0,3.0,3.5,7.81,0.0,0.54
305.0,106.0,2.0,3.0,3.0,8.16,0.0,0.64
315.0,100.0,1.0,2.0,2.5,7.95,0.0,0.58
317.0,101.0,3.0,3.0,2.0,7.94,1.0,0.49
321.0,107.0,2.0,2.0,1.5,8.44,0.0,0.81
310.0,106.0,2.0,3.5,2.5,8.33,0.0,0.73
299.0,100.0,2.0,2.0,2.0,7.88,0.0,0.51
335.0,115.0,4.0,4.5,4.5,9.68,1.0,0.93
338.0,118.0,4.0,3.0,4.5,9.4,1.0,0.91
319.0,112.0,3.0,2.5,2.0,8.71,1.0,0.78
322.0,112.0,4.0,3.5,2.5,9.02,1.0,0.73
324.0,114.0,5.0,5.0,4.5,9.08,1.0,0.89
311.0,103.0,3.0,2.0,4.0,8.09,0.0,0.64
309.0,104.0,2.0,2.0,2.5,8.26,0.0,0.65
311.0,107.0,4.0,4.5,4.5,9.0,1.0,0.78
327.0,115.0,4.0,3.5,4.0,9.14,0.0,0.79
310.0,105.0,2.0,3.0,3.5,8.01,0.0,0.71
319.0,108.0,2.0,2.5,3.0,8.76,0.0,0.66
327.0,113.0,4.0,4.5,4.5,9.11,1.0,0.89
303.0,98.0,1.0,2.0,2.5,7.65,0.0,0.56
321.0,112.0,5.0,5.0,5.0,9.06,1.0,0.86
300.0,99.0,1.0,3.0,2.0,6.8,1.0,0.36
315.0,103.0,1.0,1.5,2.0,7.86,0.0,0.57
311.0,104.0,3.0,4.5,4.5,8.43,0.0,0.7
313.0,104.0,3.0,4.0,4.5,8.65,0.0,0.73
302.0,99.0,2.0,1.0,2.0,7.97,0.0,0.56
309.0,108.0,3.0,2.5,3.0,8.12,0.0,0.72
307.0,107.0,2.0,3.0,3.5,8.52,1.0,0.78
333.0,118.0,5.0,5.0,5.0,9.35,1.0,0.92
310.0,102.0,3.0,3.5,4.0,8.02,1.0,0.66
316.0,107.0,2.0,3.5,3.5,8.64,1.0,0.57
319.0,105.0,4.0,4.0,4.5,8.66,1.0,0.77
319.0,102.0,3.0,2.5,2.5,8.37,0.0,0.68
323.0,110.0,5.0,4.0,5.0,8.98,1.0,0.87
